,index,order_id,order_date,delivered_date,customer_id,customer_name,customer_age,customer_gender,customer_segment,region,state,city,product_id,product_name,category,sub_category,brand,unit_price,quantity,discount_percentage,discount_amount,sales_amount,profit_margin,profit_amount,tax_rate,tax_amount,shipping_cost,shipping_method,total_amount,payment_method,delivery_time_days,order_status,rating,is_repeat_customer,order_year,order_month,order_quarter,order_day_of_week
473,478,ORD100936,2022-03-11,2022-03-12,CUST10031,Neha Joshi,62,Male,Consumer,North,Rajasthan,Jaipur,PROD8775,Penguin Cooking,Books,Cooking,Penguin,448.16,4,10,179.26,1613.36,0.4185,675.21,0.12,193.6,200.94,Express,2007.9,Net Banking,1,Delivered,4.5,Yes,2022,3,Q1,Friday
474,479,ORD100617,2022-03-11,,CUST10033,Karan Malhotra,23,Male,Home Office,North,Delhi,New Delhi,PROD8594,Hometown Cushions,Home Decor,Cushions,Hometown,6753.13,1,15,1012.97,5740.16,0.2113,1212.65,0.12,688.82,75.96,Standard,6504.94,Debit Card,7,Shipped,,No,2022,3,Q1,Friday
475,480,ORD100741,2022-03-13,2022-03-19,CUST10080,Kavita Chopra,28,Female,Home Office,Central,Madhya Pradesh,Bhopal,PROD4474,Penguin Self-Help,Books,Self-Help,Penguin,417.12,1,20,83.42,333.69,0.2818,94.03,0.12,40.04,137.79,Standard,511.52,Credit Card,6,Delivered,1.5,No,2022,3,Q1,Sunday
476,481,ORD100774,2022-03-13,2022-03-13,CUST10083,Karan Nair,48,Male,Consumer,South,Karnataka,Bangalore,PROD1229,HP Smartwatches,Electronics,Smartwatches,HP,1651.94,1,10,165.19,1486.74,0.0682,101.43,0.18,267.61,242.1,Same Day,1996.46,Debit Card,0,Delivered,4.0,Yes,2022,3,Q1,Sunday
477,482,ORD100682,2022-03-16,2022-03-17,CUST10235,Anjali Singh,30,Female,Corporate,Central,Chhattisgarh,Raipur,PROD5819,IKEA Beds,Furniture,Beds,IKEA,22298.04,1,30,6689.41,15608.63,0.1834,2862.88,0.12,1873.04,218.43,Express,17700.1,Credit Card,1,Delivered,4.5,No,2022,3,Q1,Wednesday
478,483,ORD100166,2022-03-18,,CUST10075,Amit Iyer,30,Female,Corporate,South,Telangana,Hyderabad,PROD9980,HomeCenter Lamps,Home Decor,Lamps,HomeCenter,4291.32,1,10,429.13,3862.19,0.2845,1098.66,0.12,463.46,54.84,Standard,4380.48,Credit Card,4,Delivered,5.0,Yes,2022,3,Q1,Friday
479,484,ORD100512,2022-03-23,2022-03-28,CUST10292,Neha Sharma,36,Female,Corporate,West,Gujarat,Surat,PROD7646,IKEA Chairs,Furniture,Chairs,IKEA,42812.02,1,15,6421.8,36390.21,0.2087,7593.9,0.12,4366.83,0.0,Standard,40757.04,Credit Card,5,Delivered,4.5,No,2022,3,Q1,Wednesday
480,485,ORD100380,2022-03-23,2022-03-26,CUST10221,Aditya Chopra,38,Female,Consumer,South,Kerala,Trivandrum,PROD8967,Dell Tablets,Electronics,Tablets,Dell,873.12,3,0,0.0,2619.35,0.0818,214.32,0.18,471.48,121.83,Express,3212.65,Wallet,3,Delivered,2.0,Yes,2022,3,Q1,Wednesday
481,486,ORD100065,2022-03-25,,CUST10219,Anjali Patel,61,Female,Corporate,South,Kerala,Trivandrum,PROD9967,Zara Dresses,Clothing,Dresses,Zara,3141.91,2,10,628.38,5655.43,0.3164,1789.41,0.12,678.65,114.94,Express,6449.02,Credit Card,1,Processing,,No,2022,3,Q1,Friday
482,487,ORD100745,2022-03-27,2022-03-31,CUST10137,Neha Joshi,65,Male,Corporate,Central,Chhattisgarh,Raipur,PROD7017,Penguin Self-Help,Books,Self-Help,Penguin,1203.91,3,10,361.17,3250.55,0.389,1264.5,0.12,390.07,55.49,Standard,3696.11,Credit Card,4,Delivered,4.5,No,2022,3,Q1,Sunday
483,488,ORD100455,2022-03-28,2022-03-30,CUST10060,Rahul Chopra,37,Female,Consumer,West,Gujarat,Vadodara,PROD6281,Philips Dinnerware,Kitchen,Dinnerware,Philips,8149.27,1,15,1222.39,6926.88,0.1431,991.5,0.18,1246.84,192.1,Express,8365.81,UPI,2,Delivered,3.0,Yes,2022,3,Q1,Monday
484,489,ORD100978,2022-04-02,2022-04-05,CUST10152,Kavita Reddy,64,Female,Consumer,West,Maharashtra,Pune,PROD6922,Sony Smartphones,Electronics,Smartphones,Sony,440.37,1,0,0.0,440.37,0.093,40.96,0.18,79.27,95.38,Standard,615.02,UPI,3,Delivered,4.5,No,2022,4,Q2,Saturday
485,490,ORD100822,2022-04-02,2022-04-03,CUST10004,Rohan Banerjee,63,Female,Consumer,North,Delhi,Dwarka,PROD9802,Levis Dresses,Clothing,Dresses,Levis,856.35,1,5,42.82,813.53,0.304,247.34,0.12,97.62,185.53,Same Day,1096.68,Debit Card,1,Delivered,4.5,Yes,2022,4,Q2,Saturday
486,491,ORD100211,2022-04-03,2022-04-06,CUST10294,Vikram Nair,38,Female,Consumer,Central,Madhya Pradesh,Indore,PROD3841,IKEA Sofa Sets,Furniture,Sofa Sets,IKEA,33833.79,1,0,0.0,33833.79,0.2298,7775.63,0.12,4060.05,0.0,Express,37893.84,Cash on Delivery,3,Delivered,4.0,Yes,2022,4,Q2,Sunday
487,492,ORD100364,2022-04-04,2022-04-13,CUST10051,Rahul Malhotra,57,Male,Corporate,Central,Madhya Pradesh,Gwalior,PROD7191,Apple Headphones,Electronics,Headphones,Apple,1335.77,1,0,0.0,1335.77,0.1081,144.45,0.18,240.44,76.93,Economy,1653.14,EMI,9,Delivered,5.0,Yes,2022,4,Q2,Monday
488,493,ORD100263,2022-04-04,2022-04-10,CUST10078,Vikram Gupta,30,Male,Consumer,North,Punjab,Amritsar,PROD3151,WestSide Mirrors,Home Decor,Mirrors,WestSide,3909.92,1,5,195.5,3714.42,0.2185,811.53,0.12,445.73,82.69,Standard,4242.85,Net Banking,6,Delivered,4.5,Yes,2022,4,Q2,Monday
489,494,ORD100719,2022-04-05,2022-04-07,CUST10043,Rahul Desai,37,Female,Home Office,South,Kerala,Calicut,PROD7938,HarperCollins Academic,Books,Academic,HarperCollins,926.6,2,10,185.32,1667.87,0.4165,694.74,0.12,200.14,239.53,Express,2107.55,EMI,2,Delivered,4.5,No,2022,4,Q2,Tuesday
490,495,ORD100497,2022-04-07,2022-04-07,CUST10028,Arjun Nair,63,Female,Consumer,West,Gujarat,Vadodara,PROD1319,Godrej Wardrobes,Furniture,Wardrobes,Godrej,71027.05,1,15,10654.06,60372.99,0.1791,10813.09,0.12,7244.76,0.0,Same Day,67617.75,UPI,0,Delivered,5.0,Yes,2022,4,Q2,Thursday
491,496,ORD100100,2022-04-08,2022-04-14,CUST10198,Meera Singh,51,Male,Home Office,North,Uttar Pradesh,Noida,PROD9759,Hawkins Containers,Kitchen,Containers,Hawkins,8441.75,2,25,4220.88,12662.63,0.1475,1867.15,0.18,2279.27,58.7,Standard,15000.6,Wallet,6,Delivered,3.0,No,2022,4,Q2,Friday
492,497,ORD100683,2022-04-09,2022-04-13,CUST10040,Kavita Singh,26,Female,Consumer,East,Bihar,Gaya,PROD6625,Hawkins Storage,Kitchen,Storage,Hawkins,5301.36,6,0,0.0,31808.19,0.273,8683.27,0.18,5725.47,0.0,Standard,37533.66,EMI,4,Delivered,4.5,Yes,2022,4,Q2,Saturday
493,498,ORD100345,2022-04-13,2022-04-14,CUST10045,Meera Singh,52,Female,Corporate,East,Odisha,Cuttack,PROD1161,Godrej Dining Tables,Furniture,Dining Tables,Godrej,15541.91,6,0,0.0,93251.45,0.2942,27435.88,0.12,11190.17,0.0,Express,104441.62,Credit Card,1,Delivered,5.0,Yes,2022,4,Q2,Wednesday
494,499,ORD100947,2022-04-15,2022-04-21,CUST10037,Anjali Reddy,55,Female,Consumer,South,Telangana,Warangal,PROD3210,HarperCollins Comics,Books,Comics,HarperCollins,1172.04,6,0,0.0,7032.26,0.4287,3014.48,0.12,843.87,145.74,Standard,8021.87,Cash on Delivery,6,Delivered,4.5,Yes,2022,4,Q2,Friday
495,500,ORD100040,2022-04-16,,CUST10192,Rohan Reddy,57,Male,Home Office,South,Kerala,Kochi,PROD8586,Pepperfry Beds,Furniture,Beds,Pepperfry,78435.07,2,30,47061.04,109809.1,0.1728,18976.34,0.12,13177.09,0.0,Standard,122986.19,Credit Card,4,Delivered,3.5,Yes,2022,4,Q2,Saturday
496,501,ORD100328,2022-04-17,2022-04-20,CUST10225,Neha Singh,46,Female,Consumer,Central,Madhya Pradesh,Gwalior,PROD2404,Godrej Sofa Sets,Furniture,Sofa Sets,Godrej,37085.1,1,5,1854.25,35230.84,0.2378,8376.62,0.12,4227.7,0.0,Standard,39458.54,Credit Card,3,Delivered,4.0,Yes,2022,4,Q2,Sunday
497,502,ORD100484,2022-04-17,2022-04-21,CUST10011,Rohan Banerjee,26,Male,Home Office,East,Bihar,Patna,PROD2490,Oxford Cooking,Books,Cooking,Oxford,1436.4,1,15,215.46,1220.94,0.3982,486.19,0.12,146.51,96.25,Standard,1463.7,Debit Card,4,Delivered,5.0,No,2022,4,Q2,Sunday
498,503,ORD100313,2022-04-19,2022-04-20,CUST10230,Divya Singh,62,Male,Corporate,South,Telangana,Hyderabad,PROD1437,Oxford Fiction,Books,Fiction,Oxford,294.15,3,15,132.37,750.09,0.3461,259.61,0.12,90.01,159.5,Express,999.61,Credit Card,1,Delivered,5.0,No,2022,4,Q2,Tuesday
499,504,ORD100391,2022-04-27,2022-04-30,CUST10039,Divya Malhotra,55,Female,Consumer,South,Kerala,Trivandrum,PROD3639,H&M Accessories,Clothing,Accessories,H&M,1390.15,1,0,0.0,1390.15,0.3851,535.34,0.12,166.82,246.39,Express,1803.35,Cash on Delivery,3,Delivered,3.0,Yes,2022,4,Q2,Wednesday
500,505,ORD100688,2022-05-02,,CUST10166,Kavita Patel,57,Female,Consumer,Central,Chhattisgarh,Bilaspur,PROD5893,Scholastic Comics,Books,Comics,Scholastic,1320.37,1,15,198.06,1122.31,0.3626,406.9,0.12,134.68,66.64,Economy,1323.64,Wallet,8,Cancelled,,No,2022,5,Q2,Monday
501,506,ORD100561,2022-05-02,2022-05-06,CUST10251,Divya Sharma,47,Female,Consumer,North,Punjab,Ludhiana,PROD8028,Godrej Beds,Furniture,Beds,Godrej,55095.26,2,20,22038.1,88152.42,0.1767,15580.53,0.12,10578.29,0.0,Standard,98730.71,Credit Card,4,Delivered,5.0,Yes,2022,5,Q2,Monday
502,507,ORD100621,2022-05-03,2022-05-13,CUST10008,Divya Joshi,44,Female,Corporate,Central,Chhattisgarh,Raipur,PROD9750,FabIndia Lamps,Home Decor,Lamps,FabIndia,6781.24,1,0,0.0,6781.24,0.2352,1595.12,0.12,813.75,40.01,Economy,7635.0,Credit Card,10,Delivered,4.0,Yes,2022,5,Q2,Tuesday
503,508,ORD100172,2022-05-04,2022-05-04,CUST10123,Rajesh Banerjee,32,Female,Consumer,Central,Madhya Pradesh,Indore,PROD8359,Zara Shoes,Clothing,Shoes,Zara,2984.83,1,0,0.0,2984.83,0.3812,1137.83,0.12,358.18,291.03,Same Day,3634.04,Wallet,0,Delivered,5.0,Yes,2022,5,Q2,Wednesday
504,509,ORD100215,2022-05-08,2022-05-14,CUST10101,Rahul Reddy,54,Female,Corporate,East,Bihar,Patna,PROD4884,Nike Jeans,Clothing,Jeans,Nike,3845.09,4,5,769.02,14611.34,0.3164,4623.68,0.12,1753.36,93.28,Standard,16457.99,Credit Card,6,Delivered,4.5,Yes,2022,5,Q2,Sunday
505,510,ORD100861,2022-05-08,,CUST10011,Rohan Banerjee,26,Male,Home Office,South,Tamil Nadu,Coimbatore,PROD3733,Godrej Beds,Furniture,Beds,Godrej,82681.41,5,0,0.0,413407.05,0.2817,116450.93,0.12,49608.85,0.0,Same Day,463015.89,Cash on Delivery,0,Shipped,,No,2022,5,Q2,Sunday
506,511,ORD100964,2022-05-12,2022-05-18,CUST10248,Sneha Joshi,53,Female,Home Office,West,Gujarat,Ahmedabad,PROD6352,FabIndia Cushions,Home Decor,Cushions,FabIndia,7178.67,2,25,3589.33,10768.0,0.1909,2055.3,0.12,1292.16,45.06,Economy,12105.22,Net Banking,6,Delivered,4.5,Yes,2022,5,Q2,Thursday
507,512,ORD100199,2022-05-12,2022-05-17,CUST10180,Karan Verma,38,Male,Consumer,East,Odisha,Bhubaneswar,PROD5981,Sony Cameras,Electronics,Cameras,Sony,2261.82,2,0,0.0,4523.65,0.0831,376.01,0.18,814.26,45.68,Standard,5383.58,Credit Card,5,Delivered,2.5,Yes,2022,5,Q2,Thursday
508,513,ORD100268,2022-05-14,2022-05-21,CUST10085,Meera Singh,34,Female,Consumer,South,Kerala,Trivandrum,PROD4975,Hometown Wall Art,Home Decor,Wall Art,Hometown,2411.71,2,20,964.69,3858.74,0.1661,640.98,0.12,463.05,109.35,Standard,4431.14,UPI,7,Delivered,4.0,Yes,2022,5,Q2,Saturday
509,514,ORD100177,2022-05-15,,CUST10027,Arjun Desai,22,Male,Consumer,Central,Madhya Pradesh,Indore,PROD9202,Prestige Storage,Kitchen,Storage,Prestige,1824.96,3,25,1368.72,4106.16,0.1804,740.63,0.18,739.11,85.49,Standard,4930.77,Credit Card,4,Shipped,,No,2022,5,Q2,Sunday
510,515,ORD100402,2022-05-16,2022-05-17,CUST10157,Neha Patel,34,Female,Corporate,Central,Madhya Pradesh,Bhopal,PROD4941,HomeCenter Wall Art,Home Decor,Wall Art,HomeCenter,656.59,2,5,65.66,1247.51,0.2579,321.69,0.12,149.7,117.75,Express,1514.96,Credit Card,1,Delivered,4.5,Yes,2022,5,Q2,Monday
511,516,ORD100250,2022-05-16,2022-05-21,CUST10054,Anjali Gupta,22,Female,Consumer,South,Tamil Nadu,Coimbatore,PROD1916,WestSide Rugs,Home Decor,Rugs,WestSide,5157.41,1,25,1289.35,3868.05,0.1856,717.93,0.12,464.17,115.1,Standard,4447.32,UPI,5,Delivered,3.5,Yes,2022,5,Q2,Monday
512,517,ORD100280,2022-05-17,2022-05-20,CUST10225,Neha Singh,46,Female,Consumer,West,Goa,Margao,PROD3082,IKEA Dining Tables,Furniture,Dining Tables,IKEA,45326.86,2,30,27196.12,63457.6,0.1691,10731.16,0.12,7614.91,0.0,Express,71072.51,EMI,3,Delivered,3.5,Yes,2022,5,Q2,Tuesday
513,518,ORD100889,2022-05-18,2022-05-21,CUST10122,Meera Sharma,46,Female,Consumer,West,Maharashtra,Mumbai,PROD7308,Philips Containers,Kitchen,Containers,Philips,1065.18,1,0,0.0,1065.18,0.2799,298.18,0.18,191.73,105.41,Standard,1362.33,Credit Card,3,Delivered,5.0,No,2022,5,Q2,Wednesday
514,519,ORD100661,2022-05-19,2022-05-28,CUST10287,Rahul Kulkarni,25,Male,Consumer,South,Tamil Nadu,Madurai,PROD1660,Puma Dresses,Clothing,Dresses,Puma,1108.65,1,10,110.86,997.78,0.3772,376.33,0.12,119.73,73.14,Economy,1190.66,Net Banking,9,Delivered,4.5,Yes,2022,5,Q2,Thursday
515,520,ORD100197,2022-05-21,,CUST10092,Rohan Reddy,24,Female,Corporate,West,Goa,Margao,PROD6821,Oxford Comics,Books,Comics,Oxford,492.46,2,0,0.0,984.93,0.4247,418.32,0.12,118.19,140.39,Express,1243.51,Net Banking,1,Cancelled,,Yes,2022,5,Q2,Saturday
516,521,ORD100584,2022-05-23,2022-05-27,CUST10079,Divya Kulkarni,24,Female,Consumer,North,Uttar Pradesh,Noida,PROD7345,HomeCenter Cushions,Home Decor,Cushions,HomeCenter,7868.53,4,25,7868.53,23605.59,0.2369,5592.21,0.12,2832.67,60.09,Standard,26498.36,Credit Card,4,Delivered,4.5,Yes,2022,5,Q2,Monday
517,522,ORD100738,2022-05-25,2022-05-26,CUST10272,Pooja Iyer,64,Female,Home Office,South,Telangana,Hyderabad,PROD8378,FabIndia Lamps,Home Decor,Lamps,FabIndia,7192.48,2,0,0.0,14384.96,0.3029,4357.72,0.12,1726.2,200.43,Express,16311.58,Cash on Delivery,1,Delivered,5.0,Yes,2022,5,Q2,Wednesday
518,523,ORD100066,2022-05-26,2022-05-27,CUST10067,Arjun K.,44,Male,Corporate,East,Bihar,Gaya,PROD5102,Dell Cameras,Electronics,Cameras,Dell,521.54,3,15,234.69,1329.92,0.0456,60.62,0.18,239.38,213.28,Express,1782.58,Credit Card,1,Delivered,3.5,Yes,2022,5,Q2,Thursday
519,524,ORD100887,2022-05-28,,CUST10119,Amit Joshi,58,Female,Consumer,East,Bihar,Gaya,PROD9199,Milton Cutlery,Kitchen,Cutlery,Milton,11416.84,2,0,0.0,22833.67,0.1584,3617.32,0.18,4110.06,162.97,Express,27106.7,Credit Card,2,Shipped,,No,2022,5,Q2,Saturday
520,525,ORD100910,2022-05-29,2022-06-01,CUST10220,Kavita Malhotra,59,Male,Corporate,West,Gujarat,Surat,PROD8432,Hawkins Dinnerware,Kitchen,Dinnerware,Hawkins,11272.96,2,5,1127.3,21418.62,0.2632,5637.12,0.18,3855.35,212.34,Express,25486.31,Credit Card,3,Delivered,5.0,Yes,2022,5,Q2,Sunday
521,526,ORD100882,2022-05-29,2022-06-01,CUST10222,Amit Kulkarni,51,Female,Consumer,East,Bihar,Gaya,PROD1753,Puma Jackets,Clothing,Jackets,Puma,4869.84,1,0,0.0,4869.84,0.3216,1566.38,0.12,584.38,148.63,Standard,5602.85,Debit Card,3,Delivered,3.5,No,2022,5,Q2,Sunday
522,528,ORD100919,2022-06-02,2022-06-09,CUST10252,Sneha Joshi,51,Male,Home Office,West,Goa,Panaji,PROD8045,Pepperfry Dining Tables,Furniture,Dining Tables,Pepperfry,35280.34,1,15,5292.05,29988.29,0.1588,4763.05,0.12,3598.59,0.0,Standard,33586.89,UPI,7,Delivered,5.0,No,2022,6,Q2,Thursday
523,529,ORD100519,2022-06-04,2022-06-08,CUST10215,Sneha Malhotra,32,Female,Consumer,North,Delhi,New Delhi,PROD5123,Milton Containers,Kitchen,Containers,Milton,8466.34,1,25,2116.59,6349.76,0.137,869.9,0.18,1142.96,41.42,Standard,7534.14,Credit Card,4,Delivered,4.0,Yes,2022,6,Q2,Saturday
524,530,ORD100443,2022-06-04,2022-06-07,CUST10252,Sneha Joshi,51,Male,Home Office,East,West Bengal,Kolkata,PROD2908,Puma Accessories,Clothing,Accessories,Puma,4860.13,4,15,2916.08,16524.46,0.2834,4682.39,0.12,1982.93,57.24,Standard,18564.63,Credit Card,3,Delivered,4.0,No,2022,6,Q2,Saturday
525,531,ORD100744,2022-06-15,,CUST10038,Rohan Banerjee,41,Female,Corporate,East,West Bengal,Siliguri,PROD7388,HP Smartwatches,Electronics,Smartwatches,HP,1438.62,1,0,0.0,1438.62,0.0953,137.12,0.18,258.95,72.04,Economy,1769.61,Net Banking,6,Returned,,No,2022,6,Q2,Wednesday
526,532,ORD100002,2022-06-19,2022-06-26,CUST10034,Neha Singh,25,Male,Home Office,West,Gujarat,Vadodara,PROD1920,Levis Dresses,Clothing,Dresses,Levis,2147.55,1,10,214.75,1932.79,0.2751,531.67,0.12,231.93,71.58,Standard,2236.3,Cash on Delivery,7,Delivered,4.5,No,2022,6,Q2,Sunday
527,533,ORD100800,2022-06-22,2022-06-26,CUST10289,Pooja Malhotra,60,Female,Consumer,East,Bihar,Gaya,PROD1811,Pepperfry Beds,Furniture,Beds,Pepperfry,61493.55,2,15,18448.07,104539.04,0.1713,17905.77,0.12,12544.69,0.0,Standard,117083.73,EMI,4,Delivered,4.5,No,2022,6,Q2,Wednesday
528,534,ORD100180,2022-06-23,2022-06-23,CUST10003,Kavita Desai,60,Male,Consumer,South,Telangana,Hyderabad,PROD1902,Samsung Smartphones,Electronics,Smartphones,Samsung,2062.85,1,20,412.57,1650.28,0.0774,127.65,0.18,297.05,159.81,Same Day,2107.13,EMI,0,Delivered,,No,2022,6,Q2,Thursday
529,535,ORD100558,2022-07-02,2022-07-07,CUST10045,Meera Singh,52,Female,Corporate,East,Odisha,Bhubaneswar,PROD8385,Scholastic Academic,Books,Academic,Scholastic,664.55,4,5,132.91,2525.28,0.3753,947.7,0.12,303.03,100.05,Standard,2928.36,Credit Card,5,Delivered,5.0,Yes,2022,7,Q3,Saturday
530,536,ORD100452,2022-07-04,2022-07-05,CUST10189,Karan Patel,47,Male,Consumer,West,Goa,Panaji,PROD3355,Milton Dinnerware,Kitchen,Dinnerware,Milton,2767.6872328090467,6,0,0.0,63605.87,0.172,10940.42,0.18,11449.06,0.0,Same Day,75054.92,Net Banking,1,Delivered,3.5,No,2022,7,Q3,Monday
531,537,ORD100818,2022-07-06,2022-07-11,CUST10254,Karan Singh,30,Male,Consumer,East,Bihar,Gaya,PROD3620,FabIndia Mirrors,Home Decor,Mirrors,FabIndia,9501.47,2,5,950.15,18052.8,0.2232,4029.87,0.12,2166.34,141.34,Standard,20360.47,Credit Card,5,Delivered,3.0,Yes,2022,7,Q3,Wednesday
532,538,ORD100605,2022-07-10,2022-07-13,CUST10071,Arjun Patel,28,Male,Consumer,East,Assam,Guwahati,PROD8193,Pepperfry Sofa Sets,Furniture,Sofa Sets,Pepperfry,27474.84,1,15,4121.23,23353.61,0.1909,4458.2,0.12,2802.43,54.35,Standard,26210.39,Net Banking,3,Delivered,3.5,Yes,2022,7,Q3,Sunday
533,539,ORD100003,2022-07-10,2022-07-13,CUST10292,Neha Sharma,36,Female,Corporate,South,Telangana,Warangal,PROD8381,Penguin Non-Fiction,Books,Non-Fiction,Penguin,333.55,4,5,66.71,1267.5,0.4343,550.46,0.12,152.1,137.16,Express,1556.76,EMI,3,Delivered,4.5,No,2022,7,Q3,Sunday
534,540,ORD100153,2022-07-16,2022-07-18,CUST10251,Divya Sharma,47,Female,Consumer,South,Telangana,Hyderabad,PROD1362,IKEA Sofa Sets,Furniture,Sofa Sets,IKEA,22317.2,1,5,1115.86,21201.34,0.2525,5354.02,0.12,2544.16,122.6,Express,23868.1,UPI,2,Delivered,4.5,Yes,2022,7,Q3,Saturday
535,541,ORD100246,2022-07-17,2022-07-26,CUST10280,Arjun Verma,36,Female,Home Office,South,Karnataka,Mangalore,PROD9178,Hawkins Cutlery,Kitchen,Cutlery,Hawkins,3082.21,6,15,2773.98,15719.25,0.1791,2815.89,0.18,2829.46,51.69,Economy,18600.4,Debit Card,9,Delivered,3.5,No,2022,7,Q3,Sunday
536,542,ORD100655,2022-07-20,2022-07-23,CUST10269,Sneha Joshi,63,Male,Consumer,West,Goa,Panaji,PROD4254,Local Publishers Fiction,Books,Fiction,Local Publishers,512.43,1,15,76.86,435.56,0.3603,156.93,0.12,52.27,110.84,Standard,598.67,Wallet,3,Delivered,5.0,No,2022,7,Q3,Wednesday
537,543,ORD100222,2022-07-26,2022-07-28,CUST10200,Arjun Nair,48,Female,Corporate,South,Telangana,Hyderabad,PROD2835,Dell Smartphones,Electronics,Smartphones,Dell,2181.12,2,25,1090.56,3271.68,0.0648,212.12,0.18,588.9,245.44,Express,4106.02,Credit Card,2,Delivered,4.0,No,2022,7,Q3,Tuesday
538,544,ORD100317,2022-07-28,,CUST10142,Anjali Banerjee,55,Female,Consumer,Central,Chhattisgarh,Raipur,PROD5940,HP Smartphones,Electronics,Smartphones,HP,2371.37,2,30,1422.82,3319.92,0.0699,232.11,0.18,597.59,185.38,Express,4102.89,Net Banking,2,Returned,,No,2022,7,Q3,Thursday
539,545,ORD100528,2022-07-31,2022-08-03,CUST10224,Neha Chopra,49,Female,Consumer,West,Goa,Margao,PROD8347,Apple Smartphones,Electronics,Smartphones,Apple,1808.29,1,5,90.41,1717.87,0.1052,180.71,0.18,309.22,115.02,Standard,2142.11,EMI,3,Delivered,3.5,No,2022,7,Q3,Sunday
540,546,ORD100620,2022-08-07,2022-08-10,CUST10292,Neha Sharma,36,Female,Corporate,South,Telangana,Hyderabad,PROD1634,WestSide Curtains,Home Decor,Curtains,WestSide,8257.99,3,10,2477.4,22296.59,0.2333,5201.79,0.12,2675.59,65.21,Standard,25037.39,Net Banking,3,Delivered,5.0,No,2022,8,Q3,Sunday
541,547,ORD100483,2022-08-08,2022-08-11,CUST10146,Amit Malhotra,42,Male,Corporate,West,Maharashtra,Mumbai,PROD9727,HomeCenter Curtains,Home Decor,Curtains,HomeCenter,8382.73,3,15,3772.23,21375.96,0.2571,5496.34,0.12,2565.12,103.82,Standard,24044.89,Net Banking,3,Delivered,3.5,No,2022,8,Q3,Monday
542,548,ORD100990,2022-08-08,2022-08-14,CUST10104,Rahul Malhotra,48,Male,Home Office,East,Assam,Dibrugarh,PROD6273,Nike Shoes,Clothing,Shoes,Nike,2791.37,2,10,558.27,5024.46,0.3039,1527.0,0.12,602.94,77.05,Standard,5704.44,UPI,6,Delivered,5.0,Yes,2022,8,Q3,Monday
543,549,ORD100559,2022-08-09,2022-08-13,CUST10231,Arjun Chopra,64,Male,Consumer,South,Tamil Nadu,Madurai,PROD3284,HomeCenter Rugs,Home Decor,Rugs,HomeCenter,7987.52,1,25,1996.88,5990.64,0.1668,999.27,0.12,718.88,87.78,Standard,6797.3,Net Banking,4,Delivered,1.0,No,2022,8,Q3,Tuesday
544,550,ORD100237,2022-08-12,2022-08-14,CUST10069,Neha Verma,63,Male,Home Office,West,Gujarat,Vadodara,PROD1665,Puma Shoes,Clothing,Shoes,Puma,960.89,2,5,96.09,1825.69,0.3501,639.2,0.12,219.08,226.16,Express,2270.94,Wallet,2,Delivered,3.5,No,2022,8,Q3,Friday
545,551,ORD100332,2022-08-14,2022-08-21,CUST10228,Rajesh Reddy,22,Male,Home Office,North,Rajasthan,Jodhpur,PROD4467,HarperCollins Non-Fiction,Books,Non-Fiction,HarperCollins,420.56,5,15,315.42,1787.39,0.3109,555.78,0.12,214.49,49.17,Economy,2051.05,Net Banking,7,Delivered,4.0,No,2022,8,Q3,Sunday
546,552,ORD100556,2022-08-18,2022-08-25,CUST10147,Rohan Iyer,38,Female,Consumer,Central,Madhya Pradesh,Indore,PROD2303,UrbanLadder Study Tables,Furniture,Study Tables,UrbanLadder,21540.52,1,0,0.0,21540.52,0.245,5278.29,0.12,2584.86,39.35,Economy,24164.74,Net Banking,7,Delivered,4.0,Yes,2022,8,Q3,Thursday
547,553,ORD100769,2022-08-21,,CUST10048,Sneha Sharma,47,Female,Consumer,West,Goa,Panaji,PROD4872,Milton Cookware,Kitchen,Cookware,Milton,6431.25,3,15,2894.06,16399.69,0.2223,3645.94,0.18,2951.94,147.7,Standard,19499.34,Wallet,6,Shipped,,Yes,2022,8,Q3,Sunday
548,554,ORD100023,2022-08-21,2022-08-24,CUST10004,Rohan Banerjee,63,Female,Consumer,North,Rajasthan,Jaipur,PROD7606,Zara Accessories,Clothing,Accessories,Zara,2209.12,2,10,441.82,3976.42,0.2963,1178.13,0.12,477.17,175.64,Express,4629.23,Credit Card,3,Delivered,3.5,Yes,2022,8,Q3,Sunday
549,555,ORD100260,2022-08-21,2022-08-26,CUST10239,Divya Patel,47,Male,Consumer,West,Maharashtra,Pune,PROD8949,Dell Smartwatches,Electronics,Smartwatches,Dell,1534.95,1,15,230.24,1304.71,0.0513,66.94,0.18,234.85,62.41,Standard,1601.97,Debit Card,5,Delivered,4.0,Yes,2022,8,Q3,Sunday
550,556,ORD100892,2022-08-23,2022-08-26,CUST10239,Divya Patel,47,Male,Consumer,Central,Madhya Pradesh,Gwalior,PROD7807,UrbanLadder Wardrobes,Furniture,Wardrobes,UrbanLadder,16145.34,1,15,2421.8,13723.54,0.1643,2255.17,0.12,1646.82,123.19,Express,15493.56,Net Banking,3,Delivered,4.5,Yes,2022,8,Q3,Tuesday
